Day,Hour,Fuel,OutputQuality,Output
2016-01-01,12,NUCLEAR,0,10409
2016-01-01,12,GAS,0,918
2016-01-01,12,HYDRO,0,3779
2016-01-01,12,WIND,0,2324
2016-01-01,12,SOLAR,0,103
2016-01-01,12,BIOFUEL,0,2
2016-01-01,13,NUCLEAR,0,10410
2016-01-01,13,GAS,0,914
2016-01-01,13,HYDRO,0,3804
2016-01-01,13,WIND,0,2684
2016-01-01,13,SOLAR,0,89
2016-01-01,13,BIOFUEL,0,2
2016-01-01,14,NUCLEAR,0,10485
2016-01-01,14,GAS,0,911
2016-01-01,14,HYDRO,0,3738
2016-01-01,14,WIND,0,2806
2016-01-01,14,SOLAR,0,71
2016-01-01,14,BIOFUEL,0,2
2016-01-01,15,NUCLEAR,0,10710
2016-01-01,15,GAS,0,910
2016-01-01,15,HYDRO,0,3644
2016-01-01,15,WIND,0,2609
2016-01-01,15,SOLAR,0,25
2016-01-01,15,BIOFUEL,0,2
2016-01-01,16,NUCLEAR,0,10715
2016-01-01,16,GAS,0,913
2016-01-01,16,HYDRO,0,3667
2016-01-01,16,WIND,0,2569
2016-01-01,16,SOLAR,0,25
2016-01-01,16,BIOFUEL,0,2
2016-01-01,17,NUCLEAR,0,11045
2016-01-01,17,GAS,0,917
2016-01-01,17,HYDRO,0,4183
2016-01-01,17,WIND,0,2244
2016-01-01,17,SOLAR,0,3
2016-01-01,17,BIOFUEL,0,2
2016-01-01,18,NUCLEAR,0,11425
2016-01-01,18,GAS,0,924
2016-01-01,18,HYDRO,0,4882
2016-01-01,18,WIND,0,2154
2016-01-01,18,SOLAR,0,0
2016-01-01,18,BIOFUEL,0,2
2016-01-01,19,NUCLEAR,0,11542
2016-01-01,19,GAS,0,923
2016-01-01,19,HYDRO,0,4897
2016-01-01,19,WIND,0,2022
2016-01-01,19,SOLAR,0,0
2016-01-01,19,BIOFUEL,0,2
2016-01-01,20,NUCLEAR,0,11543
2016-01-01,20,GAS,0,920
2016-01-01,20,HYDRO,0,4663
2016-01-01,20,WIND,0,1862
2016-01-01,20,SOLAR,0,0
2016-01-01,20,BIOFUEL,0,2
2016-01-01,21,NUCLEAR,0,11539
2016-01-01,21,GAS,0,921
2016-01-01,21,HYDRO,0,4361
2016-01-01,21,WIND,0,1804
2016-01-01,21,SOLAR,0,0
2016-01-01,21,BIOFUEL,0,2
2016-01-01,22,NUCLEAR,0,11521
2016-01-01,22,GAS,0,921
2016-01-01,22,HYDRO,0,4114
2016-01-01,22,WIND,0,1741
2016-01-01,22,SOLAR,0,0
2016-01-01,22,BIOFUEL,0,2
2016-01-01,23,NUCLEAR,0,11528
2016-01-01,23,GAS,0,923
2016-01-01,23,HYDRO,0,3426
2016-01-01,23,WIND,0,1415
2016-01-01,23,SOLAR,0,0
2016-01-01,23,BIOFUEL,0,2
2016-01-01,24,NUCLEAR,0,11523
2016-01-01,24,GAS,0,922
2016-01-01,24,HYDRO,0,3125
2016-01-01,24,WIND,0,1412
2016-01-01,24,SOLAR,0,0
2016-01-01,24,BIOFUEL,0,2
2016-01-02,1,NUCLEAR,0,11385
2016-01-02,1,GAS,0,920
2016-01-02,1,HYDRO,0,3166
2016-01-02,1,WIND,0,1125
2016-01-02,1,SOLAR,0,0
2016-01-02,1,BIOFUEL,0,2
2016-01-02,2,NUCLEAR,0,11018
2016-01-02,2,GAS,0,922
2016-01-02,2,HYDRO,0,3193
2016-01-02,2,WIND,0,1238
2016-01-02,2,SOLAR,0,0
2016-01-02,2,BIOFUEL,0,2
2016-01-02,3,NUCLEAR,0,11012
2016-01-02,3,GAS,0,918
2016-01-02,3,HYDRO,0,3098
2016-01-02,3,WIND,0,1131
2016-01-02,3,SOLAR,0,0
2016-01-02,3,BIOFUEL,0,2
2016-01-02,4,NUCLEAR,0,11012
2016-01-02,4,GAS,0,921
2016-01-02,4,HYDRO,0,3079
2016-01-02,4,WIND,-1,837
2016-01-02,4,SOLAR,0,0
2016-01-02,4,BIOFUEL,0,2
2016-01-02,5,NUCLEAR,0,11020
2016-01-02,5,GAS,0,921
2016-01-02,5,HYDRO,0,3075
2016-01-02,5,WIND,-1,946
2016-01-02,5,SOLAR,0,0
2016-01-02,5,BIOFUEL,0,2
2016-01-02,6,NUCLEAR,0,11018
2016-01-02,6,GAS,0,920
2016-01-02,6,HYDRO,0,3131
2016-01-02,6,WIND,-1,1020
2016-01-02,6,SOLAR,0,0
2016-01-02,6,BIOFUEL,0,2
2016-01-02,7,NUCLEAR,0,11021
2016-01-02,7,GAS,0,920
2016-01-02,7,HYDRO,0,3215
2016-01-02,7,WIND,0,1429
2016-01-02,7,SOLAR,0,0
2016-01-02,7,BIOFUEL,0,2
2016-01-02,8,NUCLEAR,0,11181
2016-01-02,8,GAS,0,920
2016-01-02,8,HYDRO,0,3218
2016-01-02,8,WIND,0,1306
2016-01-02,8,SOLAR,0,0
2016-01-02,8,BIOFUEL,0,2
2016-01-02,9,NUCLEAR,0,11488
2016-01-02,9,GAS,0,922
2016-01-02,9,HYDRO,0,3339
2016-01-02,9,WIND,0,1338
2016-01-02,9,SOLAR,0,6
2016-01-02,9,BIOFUEL,0,2
2016-01-02,10,NUCLEAR,0,11560
2016-01-02,10,GAS,0,921
2016-01-02,10,HYDRO,0,3679
2016-01-02,10,WIND,0,1566
2016-01-02,10,SOLAR,0,4
2016-01-02,10,BIOFUEL,0,2
2016-01-02,11,NUCLEAR,0,11563
2016-01-02,11,GAS,0,918
2016-01-02,11,HYDRO,0,4057
2016-01-02,11,WIND,0,1608
2016-01-02,11,SOLAR,0,14
2016-01-02,11,BIOFUEL,0,2
2016-01-02,12,NUCLEAR,0,11559
2016-01-02,12,GAS,0,917
2016-01-02,12,HYDRO,0,4128
2016-01-02,12,WIND,0,1744
2016-01-02,12,SOLAR,0,19
2016-01-02,12,BIOFUEL,0,2
2016-01-02,13,NUCLEAR,0,11561
2016-01-02,13,GAS,0,917
2016-01-02,13,HYDRO,0,3930
2016-01-02,13,WIND,0,1922
2016-01-02,13,SOLAR,0,32
2016-01-02,13,BIOFUEL,0,2
2016-01-02,14,NUCLEAR,0,11520
2016-01-02,14,GAS,0,918
2016-01-02,14,HYDRO,0,3899
2016-01-02,14,WIND,0,1552
2016-01-02,14,SOLAR,0,21
2016-01-02,14,BIOFUEL,0,2
2016-01-02,15,NUCLEAR,0,11556
2016-01-02,15,GAS,0,914
2016-01-02,15,HYDRO,0,3895
2016-01-02,15,WIND,0,1552
2016-01-02,15,SOLAR,0,12
2016-01-02,15,BIOFUEL,0,2
2016-01-02,16,NUCLEAR,0,11557
2016-01-02,16,GAS,0,934
2016-01-02,16,HYDRO,0,3967
2016-01-02,16,WIND,0,1901
2016-01-02,16,SOLAR,0,5
2016-01-02,16,BIOFUEL,0,7
2016-01-02,17,NUCLEAR,0,11555
2016-01-02,17,GAS,0,940
2016-01-02,17,HYDRO,0,4139
2016-01-02,17,WIND,0,2220
2016-01-02,17,SOLAR,0,0
2016-01-02,17,BIOFUEL,0,6
2016-01-02,18,NUCLEAR,0,11557
2016-01-02,18,GAS,0,945
2016-01-02,18,HYDRO,0,4563
2016-01-02,18,WIND,0,2735
2016-01-02,18,SOLAR,0,0
2016-01-02,18,BIOFUEL,0,6
2016-01-02,19,NUCLEAR,0,11565
2016-01-02,19,GAS,0,911
2016-01-02,19,HYDRO,0,4573
2016-01-02,19,WIND,0,2806
2016-01-02,19,SOLAR,0,0
2016-01-02,19,BIOFUEL,0,6
2016-01-02,20,NUCLEAR,0,11570
2016-01-02,20,GAS,0,908
2016-01-02,20,HYDRO,0,4351
2016-01-02,20,WIND,0,2714
2016-01-02,20,SOLAR,0,0
2016-01-02,20,BIOFUEL,0,6
2016-01-02,21,NUCLEAR,0,11563
2016-01-02,21,GAS,0,904
2016-01-02,21,HYDRO,0,4192
2016-01-02,21,WIND,0,2098
2016-01-02,21,SOLAR,0,0
2016-01-02,21,BIOFUEL,0,6
2016-01-02,22,NUCLEAR,0,11555
2016-01-02,22,GAS,0,911
2016-01-02,22,HYDRO,0,3921
2016-01-02,22,WIND,0,2071
2016-01-02,22,SOLAR,0,0
2016-01-02,22,BIOFUEL,0,6
2016-01-02,23,NUCLEAR,0,11557
2016-01-02,23,GAS,0,915
2016-01-02,23,HYDRO,0,3432
2016-01-02,23,WIND,0,1895
2016-01-02,23,SOLAR,0,0
2016-01-02,23,BIOFUEL,0,6
2016-01-02,24,NUCLEAR,0,11494
2016-01-02,24,GAS,0,915
2016-01-02,24,HYDRO,0,3098
2016-01-02,24,WIND,0,1892
2016-01-02,24,SOLAR,0,0
2016-01-02,24,BIOFUEL,0,6
2016-01-03,1,NUCLEAR,0,11091
2016-01-03,1,GAS,0,915
2016-01-03,1,HYDRO,0,3114
2016-01-03,1,WIND,0,1834
2016-01-03,1,SOLAR,0,0
2016-01-03,1,BIOFUEL,0,6
2016-01-03,2,NUCLEAR,0,10726
2016-01-03,2,GAS,0,911
2016-01-03,2,HYDRO,0,3052
2016-01-03,2,WIND,0,1542
2016-01-03,2,SOLAR,0,0
2016-01-03,2,BIOFUEL,0,6
2016-01-03,3,NUCLEAR,0,10414
2016-01-03,3,GAS,0,915
2016-01-03,3,HYDRO,0,3127
2016-01-03,3,WIND,0,1552
2016-01-03,3,SOLAR,0,0
2016-01-03,3,BIOFUEL,0,6
2016-01-03,4,NUCLEAR,0,10416
2016-01-03,4,GAS,0,915
2016-01-03,4,HYDRO,0,3131
2016-01-03,4,WIND,0,1395
2016-01-03,4,SOLAR,0,0
2016-01-03,4,BIOFUEL,0,5
2016-01-03,5,NUCLEAR,0,10415
2016-01-03,5,GAS,0,918
2016-01-03,5,HYDRO,0,3173
2016-01-03,5,WIND,-1,1296
2016-01-03,5,SOLAR,0,0
2016-01-03,5,BIOFUEL,0,5
2016-01-03,6,NUCLEAR,0,10414
2016-01-03,6,GAS,0,921
2016-01-03,6,HYDRO,0,3145
2016-01-03,6,WIND,0,1582
2016-01-03,6,SOLAR,0,0
2016-01-03,6,BIOFUEL,0,5
2016-01-03,7,NUCLEAR,0,10659
2016-01-03,7,GAS,0,918
2016-01-03,7,HYDRO,0,3220
2016-01-03,7,WIND,0,1609
2016-01-03,7,SOLAR,0,0
2016-01-03,7,BIOFUEL,0,5
2016-01-03,8,NUCLEAR,0,11142
2016-01-03,8,GAS,0,913
2016-01-03,8,HYDRO,0,3239
2016-01-03,8,WIND,0,1523
2016-01-03,8,SOLAR,0,0
2016-01-03,8,BIOFUEL,0,5
2016-01-03,9,NUCLEAR,0,11445
2016-01-03,9,GAS,0,955
2016-01-03,9,HYDRO,0,3325
2016-01-03,9,WIND,0,1073
2016-01-03,9,SOLAR,0,1
2016-01-03,9,BIOFUEL,0,4
2016-01-03,10,NUCLEAR,0,11561
2016-01-03,10,GAS,0,1013
2016-01-03,10,HYDRO,0,3400
2016-01-03,10,WIND,0,1251
2016-01-03,10,SOLAR,0,11
2016-01-03,10,BIOFUEL,0,6
2016-01-03,11,NUCLEAR,0,11558
2016-01-03,11,GAS,0,1022
2016-01-03,11,HYDRO,0,3444
2016-01-03,11,WIND,0,1895
2016-01-03,11,SOLAR,0,46
2016-01-03,11,BIOFUEL,0,8
2016-01-03,12,NUCLEAR,0,11566
2016-01-03,12,GAS,0,1048
2016-01-03,12,HYDRO,0,3564
2016-01-03,12,WIND,0,1789
2016-01-03,12,SOLAR,0,44
2016-01-03,12,BIOFUEL,0,14
2016-01-03,13,NUCLEAR,0,11568
2016-01-03,13,GAS,0,1152
2016-01-03,13,HYDRO,0,3723
2016-01-03,13,WIND,0,1734
2016-01-03,13,SOLAR,0,39
2016-01-03,13,BIOFUEL,0,9
2016-01-03,14,NUCLEAR,0,11563
2016-01-03,14,GAS,0,1236
2016-01-03,14,HYDRO,0,4041
2016-01-03,14,WIND,0,1354
2016-01-03,14,SOLAR,0,46
2016-01-03,14,BIOFUEL,0,17
2016-01-03,15,NUCLEAR,0,11561
2016-01-03,15,GAS,0,1273
2016-01-03,15,HYDRO,0,4078
2016-01-03,15,WIND,0,1255
2016-01-03,15,SOLAR,0,41
2016-01-03,15,BIOFUEL,0,18
2016-01-03,16,NUCLEAR,0,11564
2016-01-03,16,GAS,0,1278
2016-01-03,16,HYDRO,0,4160
2016-01-03,16,WIND,0,1372
2016-01-03,16,SOLAR,0,32
2016-01-03,16,BIOFUEL,0,7
2016-01-03,17,NUCLEAR,0,11559
2016-01-03,17,GAS,0,1358
2016-01-03,17,HYDRO,0,4539
2016-01-03,17,WIND,0,1779
2016-01-03,17,SOLAR,0,3
2016-01-03,17,BIOFUEL,0,8
2016-01-03,18,NUCLEAR,0,11556
2016-01-03,18,GAS,0,1372
2016-01-03,18,HYDRO,0,5675
2016-01-03,18,WIND,0,1786
2016-01-03,18,SOLAR,0,0
2016-01-03,18,BIOFUEL,0,6
2016-01-03,19,NUCLEAR,0,11546
2016-01-03,19,GAS,0,1362
2016-01-03,19,HYDRO,0,5960
2016-01-03,19,WIND,0,1664
2016-01-03,19,SOLAR,0,0
2016-01-03,19,BIOFUEL,0,3
2016-01-03,20,NUCLEAR,0,11547
2016-01-03,20,GAS,0,1442
2016-01-03,20,HYDRO,0,6013
2016-01-03,20,WIND,0,1296
2016-01-03,20,SOLAR,0,0
2016-01-03,20,BIOFUEL,0,1
2016-01-03,21,NUCLEAR,0,11541
2016-01-03,21,GAS,0,1333
2016-01-03,21,HYDRO,0,5772
2016-01-03,21,WIND,0,993
2016-01-03,21,SOLAR,0,0
2016-01-03,21,BIOFUEL,0,1
2016-01-03,22,NUCLEAR,0,11538
2016-01-03,22,GAS,0,1416
2016-01-03,22,HYDRO,0,5520
2016-01-03,22,WIND,0,845
2016-01-03,22,SOLAR,0,0
2016-01-03,22,BIOFUEL,0,2
2016-01-03,23,NUCLEAR,0,11543
2016-01-03,23,GAS,0,1145
2016-01-03,23,HYDRO,0,5062
2016-01-03,23,WIND,0,798
2016-01-03,23,SOLAR,0,0
2016-01-03,23,BIOFUEL,0,11
2016-01-03,24,NUCLEAR,0,11536
2016-01-03,24,GAS,0,979
2016-01-03,24,HYDRO,0,4465
2016-01-03,24,WIND,0,765
2016-01-03,24,SOLAR,0,0
2016-01-03,24,BIOFUEL,0,28
2016-01-04,1,NUCLEAR,0,11547
2016-01-04,1,GAS,0,1005
2016-01-04,1,HYDRO,0,4193
2016-01-04,1,WIND,0,694
2016-01-04,1,SOLAR,0,0
2016-01-04,1,BIOFUEL,0,36
2016-01-04,2,NUCLEAR,0,11552
2016-01-04,2,GAS,0,1024
2016-01-04,2,HYDRO,0,3920
2016-01-04,2,WIND,0,662
2016-01-04,2,SOLAR,0,0
2016-01-04,2,BIOFUEL,0,41
2016-01-04,3,NUCLEAR,0,11565
2016-01-04,3,GAS,0,1167
2016-01-04,3,HYDRO,0,3891
2016-01-04,3,WIND,-1,343
2016-01-04,3,SOLAR,0,0
2016-01-04,3,BIOFUEL,0,48
2016-01-04,4,NUCLEAR,0,11408
2016-01-04,4,GAS,0,1351
2016-01-04,4,HYDRO,0,3946
2016-01-04,4,WIND,-1,183
2016-01-04,4,SOLAR,0,0
2016-01-04,4,BIOFUEL,0,42
2016-01-04,5,NUCLEAR,0,11092
2016-01-04,5,GAS,0,1621
2016-01-04,5,HYDRO,0,3963
2016-01-04,5,WIND,-1,454
2016-01-04,5,SOLAR,0,0
2016-01-04,5,BIOFUEL,0,40
2016-01-04,6,NUCLEAR,0,11015
2016-01-04,6,GAS,0,1890
2016-01-04,6,HYDRO,0,4032
2016-01-04,6,WIND,0,907
2016-01-04,6,SOLAR,0,0
2016-01-04,6,BIOFUEL,0,46
2016-01-04,7,NUCLEAR,0,11289
2016-01-04,7,GAS,0,2301
2016-01-04,7,HYDRO,0,4386
2016-01-04,7,WIND,0,1007
2016-01-04,7,SOLAR,0,0
2016-01-04,7,BIOFUEL,0,54
2016-01-04,8,NUCLEAR,0,11564
2016-01-04,8,GAS,0,2346
2016-01-04,8,HYDRO,0,4927
2016-01-04,8,WIND,0,1275
2016-01-04,8,SOLAR,0,0
2016-01-04,8,BIOFUEL,0,57
2016-01-04,9,NUCLEAR,0,11559
2016-01-04,9,GAS,0,2380
2016-01-04,9,HYDRO,0,5160
2016-01-04,9,WIND,0,1209
2016-01-04,9,SOLAR,0,25
2016-01-04,9,BIOFUEL,0,56
2016-01-04,10,NUCLEAR,0,11556
2016-01-04,10,GAS,0,2405
2016-01-04,10,HYDRO,0,5273
2016-01-04,10,WIND,0,1321
2016-01-04,10,SOLAR,0,104
2016-01-04,10,BIOFUEL,0,58
2016-01-04,11,NUCLEAR,0,11554
2016-01-04,11,GAS,0,2320
2016-01-04,11,HYDRO,0,4724
2016-01-04,11,WIND,0,1529
2016-01-04,11,SOLAR,0,173
2016-01-04,11,BIOFUEL,0,53
2016-01-04,12,NUCLEAR,0,11595
2016-01-04,12,GAS,0,2482
2016-01-04,12,HYDRO,0,4577
2016-01-04,12,WIND,0,1427
2016-01-04,12,SOLAR,0,180
2016-01-04,12,BIOFUEL,0,56
2016-01-04,13,NUCLEAR,0,11599
2016-01-04,13,GAS,0,2302
2016-01-04,13,HYDRO,0,4484
2016-01-04,13,WIND,0,1406
2016-01-04,13,SOLAR,0,140
2016-01-04,13,BIOFUEL,0,51
2016-01-04,14,NUCLEAR,0,11604
2016-01-04,14,GAS,0,2356
2016-01-04,14,HYDRO,0,4550
2016-01-04,14,WIND,0,1468
2016-01-04,14,SOLAR,0,142
2016-01-04,14,BIOFUEL,0,46
2016-01-04,15,NUCLEAR,0,11605
2016-01-04,15,GAS,0,2642
2016-01-04,15,HYDRO,0,4622
2016-01-04,15,WIND,0,1306
2016-01-04,15,SOLAR,0,104
2016-01-04,15,BIOFUEL,0,47
2016-01-04,16,NUCLEAR,0,11602
2016-01-04,16,GAS,0,3062
2016-01-04,16,HYDRO,0,4752
2016-01-04,16,WIND,0,1208
2016-01-04,16,SOLAR,0,58
2016-01-04,16,BIOFUEL,0,50
2016-01-04,17,NUCLEAR,0,11552
2016-01-04,17,GAS,0,3775
2016-01-04,17,HYDRO,0,5985
2016-01-04,17,WIND,0,895
2016-01-04,17,SOLAR,0,10
2016-01-04,17,BIOFUEL,0,64
2016-01-04,18,NUCLEAR,0,11548
2016-01-04,18,GAS,0,5043
2016-01-04,18,HYDRO,0,6219
2016-01-04,18,WIND,0,686
2016-01-04,18,SOLAR,0,0
2016-01-04,18,BIOFUEL,0,111
2016-01-04,19,NUCLEAR,0,11547
2016-01-04,19,GAS,0,5026
2016-01-04,19,HYDRO,0,6017
2016-01-04,19,WIND,0,648
2016-01-04,19,SOLAR,0,0
2016-01-04,19,BIOFUEL,0,176
2016-01-04,20,NUCLEAR,0,11544
2016-01-04,20,GAS,0,4551
2016-01-04,20,HYDRO,0,5986
2016-01-04,20,WIND,0,637
2016-01-04,20,SOLAR,0,0
2016-01-04,20,BIOFUEL,0,133
2016-01-04,21,NUCLEAR,0,11535
2016-01-04,21,GAS,0,4387
2016-01-04,21,HYDRO,0,5933
2016-01-04,21,WIND,0,620
2016-01-04,21,SOLAR,0,0
2016-01-04,21,BIOFUEL,0,155
2016-01-04,22,NUCLEAR,0,11527
2016-01-04,22,GAS,0,3957
2016-01-04,22,HYDRO,0,5930
2016-01-04,22,WIND,0,512
2016-01-04,22,SOLAR,0,0
2016-01-04,22,BIOFUEL,0,173
2016-01-04,23,NUCLEAR,0,11522
2016-01-04,23,GAS,0,2881
2016-01-04,23,HYDRO,0,5618
2016-01-04,23,WIND,0,511
2016-01-04,23,SOLAR,0,0
2016-01-04,23,BIOFUEL,0,143
2016-01-04,24,NUCLEAR,0,11530
2016-01-04,24,GAS,0,2200
2016-01-04,24,HYDRO,0,5144
2016-01-04,24,WIND,0,480
2016-01-04,24,SOLAR,0,0
2016-01-04,24,BIOFUEL,0,81
2016-01-05,1,NUCLEAR,0,11530
2016-01-05,1,GAS,0,1840
2016-01-05,1,HYDRO,0,5142
2016-01-05,1,WIND,0,455
2016-01-05,1,SOLAR,0,0
2016-01-05,1,BIOFUEL,0,35
2016-01-05,2,NUCLEAR,0,11532
2016-01-05,2,GAS,0,1369
2016-01-05,2,HYDRO,0,5076
2016-01-05,2,WIND,0,421
2016-01-05,2,SOLAR,0,0
2016-01-05,2,BIOFUEL,0,20
2016-01-05,3,NUCLEAR,0,11538
2016-01-05,3,GAS,0,1396
2016-01-05,3,HYDRO,0,5053
2016-01-05,3,WIND,0,355
2016-01-05,3,SOLAR,0,0
2016-01-05,3,BIOFUEL,0,19
2016-01-05,4,NUCLEAR,0,11541
2016-01-05,4,GAS,0,1458
2016-01-05,4,HYDRO,0,4985
2016-01-05,4,WIND,0,420
2016-01-05,4,SOLAR,0,0
2016-01-05,4,BIOFUEL,0,12
2016-01-05,5,NUCLEAR,0,11539
2016-01-05,5,GAS,0,1891
2016-01-05,5,HYDRO,0,4595
2016-01-05,5,WIND,0,480
2016-01-05,5,SOLAR,0,0
2016-01-05,5,BIOFUEL,0,18
2016-01-05,6,NUCLEAR,0,11537
2016-01-05,6,GAS,0,2619
2016-01-05,6,HYDRO,0,4590
2016-01-05,6,WIND,0,545
2016-01-05,6,SOLAR,0,0
2016-01-05,6,BIOFUEL,0,21
2016-01-05,7,NUCLEAR,0,11545
2016-01-05,7,GAS,0,3510
2016-01-05,7,HYDRO,0,5639
2016-01-05,7,WIND,0,564
2016-01-05,7,SOLAR,0,0
2016-01-05,7,BIOFUEL,0,29
2016-01-05,8,NUCLEAR,0,11542
2016-01-05,8,GAS,0,4183
2016-01-05,8,HYDRO,0,6004
2016-01-05,8,WIND,0,632
2016-01-05,8,SOLAR,0,0
2016-01-05,8,BIOFUEL,0,36
2016-01-05,9,NUCLEAR,0,11534
2016-01-05,9,GAS,0,4521
2016-01-05,9,HYDRO,0,6068
2016-01-05,9,WIND,0,689
2016-01-05,9,SOLAR,0,29
2016-01-05,9,BIOFUEL,0,37
2016-01-05,10,NUCLEAR,0,11537
2016-01-05,10,GAS,0,3783
2016-01-05,10,HYDRO,0,5850
2016-01-05,10,WIND,0,659
2016-01-05,10,SOLAR,0,104
2016-01-05,10,BIOFUEL,0,45
2016-01-05,11,NUCLEAR,0,11535
2016-01-05,11,GAS,0,3501
2016-01-05,11,HYDRO,0,5700
2016-01-05,11,WIND,0,674
2016-01-05,11,SOLAR,0,161
2016-01-05,11,BIOFUEL,0,57
2016-01-05,12,NUCLEAR,0,11543
2016-01-05,12,GAS,0,3385
2016-01-05,12,HYDRO,0,5443
2016-01-05,12,WIND,0,884
2016-01-05,12,SOLAR,0,174
2016-01-05,12,BIOFUEL,0,93
2016-01-05,13,NUCLEAR,0,11541
2016-01-05,13,GAS,0,2885
2016-01-05,13,HYDRO,0,5168
2016-01-05,13,WIND,0,1351
2016-01-05,13,SOLAR,0,97
2016-01-05,13,BIOFUEL,0,100
2016-01-05,14,NUCLEAR,0,11736
2016-01-05,14,GAS,0,2442
2016-01-05,14,HYDRO,0,4276
2016-01-05,14,WIND,0,1406
2016-01-05,14,SOLAR,0,90
2016-01-05,14,BIOFUEL,0,97
2016-01-05,15,NUCLEAR,0,11767
2016-01-05,15,GAS,0,1960
2016-01-05,15,HYDRO,0,4402
2016-01-05,15,WIND,0,1539
2016-01-05,15,SOLAR,0,59
2016-01-05,15,BIOFUEL,0,87
2016-01-05,16,NUCLEAR,0,11762
2016-01-05,16,GAS,0,2193
2016-01-05,16,HYDRO,0,4740
2016-01-05,16,WIND,0,1452
2016-01-05,16,SOLAR,0,47
2016-01-05,16,BIOFUEL,0,86
2016-01-05,17,NUCLEAR,0,11759
2016-01-05,17,GAS,-2,2765
2016-01-05,17,HYDRO,-1,5672
2016-01-05,17,WIND,-1,1380
2016-01-05,17,SOLAR,0,10
2016-01-05,17,BIOFUEL,0,106
2016-01-05,18,NUCLEAR,0,11754
2016-01-05,18,GAS,-2,3343
2016-01-05,18,HYDRO,-1,5989
2016-01-05,18,WIND,-1,1494
2016-01-05,18,SOLAR,0,0
2016-01-05,18,BIOFUEL,0,158
2016-01-05,19,NUCLEAR,0,11747
2016-01-05,19,GAS,-2,3391
2016-01-05,19,HYDRO,-1,6025
2016-01-05,19,WIND,-1,1706
2016-01-05,19,SOLAR,0,0
2016-01-05,19,BIOFUEL,0,156
2016-01-05,20,NUCLEAR,0,11710
2016-01-05,20,GAS,-2,3060
2016-01-05,20,HYDRO,-1,5846
2016-01-05,20,WIND,-1,1959
2016-01-05,20,SOLAR,0,0
2016-01-05,20,BIOFUEL,0,100
2016-01-05,21,NUCLEAR,0,11702
2016-01-05,21,GAS,-2,2726
2016-01-05,21,HYDRO,-1,5341
2016-01-05,21,WIND,-1,2104
2016-01-05,21,SOLAR,0,0
2016-01-05,21,BIOFUEL,0,93
2016-01-05,22,NUCLEAR,0,11701
2016-01-05,22,GAS,-2,2495
2016-01-05,22,HYDRO,-1,4614
2016-01-05,22,WIND,-1,2140
2016-01-05,22,SOLAR,0,0
2016-01-05,22,BIOFUEL,0,87
2016-01-05,23,NUCLEAR,0,11711
2016-01-05,23,GAS,-2,1749
2016-01-05,23,HYDRO,-1,3656
2016-01-05,23,WIND,-1,2195
