Day,Hour,Fuel,OutputQuality,Output
2019-04-02,23,WIND,0,3469
2019-04-02,23,SOLAR,-1,0
2019-04-02,23,BIOFUEL,0,19
2019-04-02,24,NUCLEAR,0,8343
2019-04-02,24,GAS,0,253
2019-04-02,24,HYDRO,0,3378
2019-04-02,24,WIND,0,3193
2019-04-02,24,SOLAR,-1,0
2019-04-02,24,BIOFUEL,0,13
2019-04-03,1,NUCLEAR,0,8351
2019-04-03,1,GAS,0,252
2019-04-03,1,HYDRO,0,3286
2019-04-03,1,WIND,0,3178
2019-04-03,1,SOLAR,-1,0
2019-04-03,1,BIOFUEL,0,12
2019-04-03,2,NUCLEAR,0,8351
2019-04-03,2,GAS,0,251
2019-04-03,2,HYDRO,0,3087
2019-04-03,2,WIND,0,3404
2019-04-03,2,SOLAR,-1,0
2019-04-03,2,BIOFUEL,0,11
2019-04-03,3,NUCLEAR,0,8348
2019-04-03,3,GAS,0,252
2019-04-03,3,HYDRO,0,2821
2019-04-03,3,WIND,0,3692
2019-04-03,3,SOLAR,-1,0
2019-04-03,3,BIOFUEL,0,11
2019-04-03,4,NUCLEAR,0,8349
2019-04-03,4,GAS,0,250
2019-04-03,4,HYDRO,0,2896
2019-04-03,4,WIND,0,3725
2019-04-03,4,SOLAR,-1,0
2019-04-03,4,BIOFUEL,0,11
2019-04-03,5,NUCLEAR,0,8349
2019-04-03,5,GAS,0,249
2019-04-03,5,HYDRO,0,2972
2019-04-03,5,WIND,0,3779
2019-04-03,5,SOLAR,-1,0
2019-04-03,5,BIOFUEL,0,14
2019-04-03,6,NUCLEAR,0,8346
2019-04-03,6,GAS,0,251
2019-04-03,6,HYDRO,0,3386
2019-04-03,6,WIND,0,3893
2019-04-03,6,SOLAR,-1,0
2019-04-03,6,BIOFUEL,0,19
2019-04-03,7,NUCLEAR,0,8348
2019-04-03,7,GAS,0,255
2019-04-03,7,HYDRO,0,3899
2019-04-03,7,WIND,0,3863
2019-04-03,7,SOLAR,-1,16
2019-04-03,7,BIOFUEL,0,26
2019-04-03,8,NUCLEAR,0,8345
2019-04-03,8,GAS,0,288
2019-04-03,8,HYDRO,0,4206
2019-04-03,8,WIND,0,3660
2019-04-03,8,SOLAR,-1,99
2019-04-03,8,BIOFUEL,0,27
2019-04-03,9,NUCLEAR,0,8344
2019-04-03,9,GAS,0,268
2019-04-03,9,HYDRO,0,4047
2019-04-03,9,WIND,0,3689
2019-04-03,9,SOLAR,-1,204
2019-04-03,9,BIOFUEL,0,27
2019-04-03,10,NUCLEAR,0,8341
2019-04-03,10,GAS,0,335
2019-04-03,10,HYDRO,0,4168
2019-04-03,10,WIND,0,3655
2019-04-03,10,SOLAR,-1,232
2019-04-03,10,BIOFUEL,0,27
2019-04-03,11,NUCLEAR,0,8343
2019-04-03,11,GAS,0,343
2019-04-03,11,HYDRO,-2,3887
2019-04-03,11,WIND,0,3669
2019-04-03,11,SOLAR,-1,253
2019-04-03,11,BIOFUEL,0,30
2019-04-03,12,NUCLEAR,0,8338
2019-04-03,12,GAS,0,425
2019-04-03,12,HYDRO,-2,3437
2019-04-03,12,WIND,0,3422
2019-04-03,12,SOLAR,0,324
2019-04-03,12,BIOFUEL,0,28
2019-04-03,13,NUCLEAR,0,8201
2019-04-03,13,GAS,0,486
2019-04-03,13,HYDRO,-1,3310
2019-04-03,13,WIND,0,3265
2019-04-03,13,SOLAR,0,310
2019-04-03,13,BIOFUEL,0,27
2019-04-03,14,NUCLEAR,0,8170
2019-04-03,14,GAS,0,624
2019-04-03,14,HYDRO,-2,3315
2019-04-03,14,WIND,0,3075
2019-04-03,14,SOLAR,-1,324
2019-04-03,14,BIOFUEL,0,27
2019-04-03,15,NUCLEAR,0,8207
2019-04-03,15,GAS,0,842
2019-04-03,15,HYDRO,-2,3318
2019-04-03,15,WIND,0,2832
2019-04-03,15,SOLAR,-1,313
2019-04-03,15,BIOFUEL,0,28
2019-04-03,16,NUCLEAR,0,8329
2019-04-03,16,GAS,0,872
2019-04-03,16,HYDRO,0,3468
2019-04-03,16,WIND,0,2964
2019-04-03,16,SOLAR,-1,273
2019-04-03,16,BIOFUEL,0,27
2019-04-03,17,NUCLEAR,0,8337
2019-04-03,17,GAS,0,971
2019-04-03,17,HYDRO,0,3991
2019-04-03,17,WIND,0,2849
2019-04-03,17,SOLAR,-1,182
2019-04-03,17,BIOFUEL,0,27
2019-04-03,18,NUCLEAR,0,8337
2019-04-03,18,GAS,0,1082
2019-04-03,18,HYDRO,0,4631
2019-04-03,18,WIND,0,2403
2019-04-03,18,SOLAR,-1,61
2019-04-03,18,BIOFUEL,0,27
2019-04-03,19,NUCLEAR,0,8338
2019-04-03,19,GAS,0,1201
2019-04-03,19,HYDRO,0,5054
2019-04-03,19,WIND,0,1929
2019-04-03,19,SOLAR,-1,8
2019-04-03,19,BIOFUEL,0,27
2019-04-03,20,NUCLEAR,0,8340
2019-04-03,20,GAS,0,1641
2019-04-03,20,HYDRO,0,5280
2019-04-03,20,WIND,0,1462
2019-04-03,20,SOLAR,-1,0
2019-04-03,20,BIOFUEL,0,27
2019-04-03,21,NUCLEAR,0,8334
2019-04-03,21,GAS,0,1546
2019-04-03,21,HYDRO,0,5255
2019-04-03,21,WIND,0,1051
2019-04-03,21,SOLAR,-1,0
2019-04-03,21,BIOFUEL,0,27
2019-04-03,22,NUCLEAR,0,8335
2019-04-03,22,GAS,0,1546
2019-04-03,22,HYDRO,0,4836
2019-04-03,22,WIND,0,652
2019-04-03,22,SOLAR,-1,0
2019-04-03,22,BIOFUEL,0,27
2019-04-03,23,NUCLEAR,0,8335
2019-04-03,23,GAS,0,1432
2019-04-03,23,HYDRO,0,4532
2019-04-03,23,WIND,0,518
2019-04-03,23,SOLAR,-1,0
2019-04-03,23,BIOFUEL,0,19
2019-04-03,24,NUCLEAR,0,8328
2019-04-03,24,GAS,0,1227
2019-04-03,24,HYDRO,0,3975
2019-04-03,24,WIND,0,542
2019-04-03,24,SOLAR,-1,0
2019-04-03,24,BIOFUEL,0,14
2019-04-04,1,NUCLEAR,0,8337
2019-04-04,1,GAS,0,838
2019-04-04,1,HYDRO,0,3996
2019-04-04,1,WIND,0,677
2019-04-04,1,SOLAR,-1,0
2019-04-04,1,BIOFUEL,0,13
2019-04-04,2,NUCLEAR,0,8345
2019-04-04,2,GAS,0,849
2019-04-04,2,HYDRO,0,3978
2019-04-04,2,WIND,0,716
2019-04-04,2,SOLAR,-1,0
2019-04-04,2,BIOFUEL,0,12
2019-04-04,3,NUCLEAR,0,8338
2019-04-04,3,GAS,0,744
2019-04-04,3,HYDRO,0,3428
2019-04-04,3,WIND,0,813
2019-04-04,3,SOLAR,-1,0
2019-04-04,3,BIOFUEL,0,11
2019-04-04,4,NUCLEAR,0,8346
2019-04-04,4,GAS,0,738
2019-04-04,4,HYDRO,0,3203
2019-04-04,4,WIND,0,1008
2019-04-04,4,SOLAR,-1,0
2019-04-04,4,BIOFUEL,0,12
2019-04-04,5,NUCLEAR,0,8347
2019-04-04,5,GAS,0,934
2019-04-04,5,HYDRO,0,3559
2019-04-04,5,WIND,0,1074
2019-04-04,5,SOLAR,-1,0
2019-04-04,5,BIOFUEL,0,16
2019-04-04,6,NUCLEAR,0,8348
2019-04-04,6,GAS,0,1512
2019-04-04,6,HYDRO,0,4348
2019-04-04,6,WIND,0,954
2019-04-04,6,SOLAR,-1,1
2019-04-04,6,BIOFUEL,0,35
2019-04-04,7,NUCLEAR,0,8346
2019-04-04,7,GAS,0,1835
2019-04-04,7,HYDRO,0,4902
2019-04-04,7,WIND,0,709
2019-04-04,7,SOLAR,-1,27
2019-04-04,7,BIOFUEL,0,85
2019-04-04,8,NUCLEAR,0,8348
2019-04-04,8,GAS,0,1809
2019-04-04,8,HYDRO,0,4686
2019-04-04,8,WIND,0,553
2019-04-04,8,SOLAR,-1,106
2019-04-04,8,BIOFUEL,0,124
2019-04-04,9,NUCLEAR,0,8348
2019-04-04,9,GAS,0,1825
2019-04-04,9,HYDRO,0,4583
2019-04-04,9,WIND,0,410
2019-04-04,9,SOLAR,-1,209
2019-04-04,9,BIOFUEL,0,86
2019-04-04,10,NUCLEAR,0,8349
2019-04-04,10,GAS,0,2526
2019-04-04,10,HYDRO,0,4642
2019-04-04,10,WIND,0,387
2019-04-04,10,SOLAR,-1,280
2019-04-04,10,BIOFUEL,0,139
2019-04-04,11,NUCLEAR,0,8350
2019-04-04,11,GAS,0,1977
2019-04-04,11,HYDRO,0,4396
2019-04-04,11,WIND,0,412
2019-04-04,11,SOLAR,-1,318
2019-04-04,11,BIOFUEL,0,100
2019-04-04,12,NUCLEAR,0,8347
2019-04-04,12,GAS,0,1985
2019-04-04,12,HYDRO,0,4253
2019-04-04,12,WIND,0,373
2019-04-04,12,SOLAR,-1,332
2019-04-04,12,BIOFUEL,0,107
2019-04-04,13,NUCLEAR,0,8346
2019-04-04,13,GAS,0,1478
2019-04-04,13,HYDRO,0,3950
2019-04-04,13,WIND,0,358
2019-04-04,13,SOLAR,-1,334
2019-04-04,13,BIOFUEL,0,79
2019-04-04,14,NUCLEAR,0,8348
2019-04-04,14,GAS,0,1209
2019-04-04,14,HYDRO,0,3781
2019-04-04,14,WIND,0,433
2019-04-04,14,SOLAR,-1,307
2019-04-04,14,BIOFUEL,0,78
2019-04-04,15,NUCLEAR,0,8348
2019-04-04,15,GAS,0,1191
2019-04-04,15,HYDRO,0,3789
2019-04-04,15,WIND,0,454
2019-04-04,15,SOLAR,-1,272
2019-04-04,15,BIOFUEL,0,77
2019-04-04,16,NUCLEAR,0,8348
2019-04-04,16,GAS,0,1112
2019-04-04,16,HYDRO,0,4028
2019-04-04,16,WIND,0,473
2019-04-04,16,SOLAR,-1,236
2019-04-04,16,BIOFUEL,0,77
2019-04-04,17,NUCLEAR,0,8345
2019-04-04,17,GAS,0,1271
2019-04-04,17,HYDRO,0,4548
2019-04-04,17,WIND,0,532
2019-04-04,17,SOLAR,-1,151
2019-04-04,17,BIOFUEL,0,91
2019-04-04,18,NUCLEAR,0,8349
2019-04-04,18,GAS,0,1522
2019-04-04,18,HYDRO,0,4637
2019-04-04,18,WIND,0,602
2019-04-04,18,SOLAR,-1,58
2019-04-04,18,BIOFUEL,0,136
2019-04-04,19,NUCLEAR,0,8328
2019-04-04,19,GAS,0,1652
2019-04-04,19,HYDRO,0,5188
2019-04-04,19,WIND,0,660
2019-04-04,19,SOLAR,-1,6
2019-04-04,19,BIOFUEL,0,148
2019-04-04,20,NUCLEAR,0,8326
2019-04-04,20,GAS,0,1673
2019-04-04,20,HYDRO,0,5326
2019-04-04,20,WIND,0,855
2019-04-04,20,SOLAR,-1,0
2019-04-04,20,BIOFUEL,0,153
2019-04-04,21,NUCLEAR,0,8345
2019-04-04,21,GAS,0,1425
2019-04-04,21,HYDRO,0,4821
2019-04-04,21,WIND,0,1156
2019-04-04,21,SOLAR,-1,0
2019-04-04,21,BIOFUEL,0,177
2019-04-04,22,NUCLEAR,0,8346
2019-04-04,22,GAS,0,1056
2019-04-04,22,HYDRO,0,4154
2019-04-04,22,WIND,0,1549
2019-04-04,22,SOLAR,-1,0
2019-04-04,22,BIOFUEL,0,106
2019-04-04,23,NUCLEAR,0,8345
2019-04-04,23,GAS,0,601
2019-04-04,23,HYDRO,0,3444
2019-04-04,23,WIND,0,1954
2019-04-04,23,SOLAR,-1,0
2019-04-04,23,BIOFUEL,0,73
2019-04-04,24,NUCLEAR,0,8346
2019-04-04,24,GAS,0,389
2019-04-04,24,HYDRO,0,3568
2019-04-04,24,WIND,0,1953
2019-04-04,24,SOLAR,-1,0
2019-04-04,24,BIOFUEL,0,27
2019-04-05,1,NUCLEAR,0,8352
2019-04-05,1,GAS,0,285
2019-04-05,1,HYDRO,0,3595
2019-04-05,1,WIND,0,2232
2019-04-05,1,SOLAR,-1,0
2019-04-05,1,BIOFUEL,0,13
2019-04-05,2,NUCLEAR,0,8349
2019-04-05,2,GAS,0,342
2019-04-05,2,HYDRO,0,3365
2019-04-05,2,WIND,0,2415
2019-04-05,2,SOLAR,-1,0
2019-04-05,2,BIOFUEL,0,13
2019-04-05,3,NUCLEAR,0,8352
2019-04-05,3,GAS,0,347
2019-04-05,3,HYDRO,0,3508
2019-04-05,3,WIND,0,2389
2019-04-05,3,SOLAR,-1,0
2019-04-05,3,BIOFUEL,0,13
2019-04-05,4,NUCLEAR,0,8350
2019-04-05,4,GAS,0,633
2019-04-05,4,HYDRO,0,3799
2019-04-05,4,WIND,0,2228
2019-04-05,4,SOLAR,-1,0
2019-04-05,4,BIOFUEL,0,15
2019-04-05,5,NUCLEAR,0,8351
2019-04-05,5,GAS,0,972
2019-04-05,5,HYDRO,0,3403
2019-04-05,5,WIND,0,2089
2019-04-05,5,SOLAR,-1,0
2019-04-05,5,BIOFUEL,0,18
2019-04-05,6,NUCLEAR,0,8348
2019-04-05,6,GAS,0,1267
2019-04-05,6,HYDRO,0,3998
2019-04-05,6,WIND,0,2158
2019-04-05,6,SOLAR,-1,1
2019-04-05,6,BIOFUEL,0,39
2019-04-05,7,NUCLEAR,0,8350
2019-04-05,7,GAS,0,2071
2019-04-05,7,HYDRO,0,4539
2019-04-05,7,WIND,0,2034
2019-04-05,7,SOLAR,-1,12
2019-04-05,7,BIOFUEL,0,90
2019-04-05,8,NUCLEAR,0,8345
2019-04-05,8,GAS,0,2245
2019-04-05,8,HYDRO,0,4709
2019-04-05,8,WIND,0,1880
2019-04-05,8,SOLAR,-1,45
2019-04-05,8,BIOFUEL,0,141
2019-04-05,9,NUCLEAR,0,8341
2019-04-05,9,GAS,0,2290
2019-04-05,9,HYDRO,0,4620
2019-04-05,9,WIND,0,1736
2019-04-05,9,SOLAR,-1,93
2019-04-05,9,BIOFUEL,0,134
2019-04-05,10,NUCLEAR,0,8343
2019-04-05,10,GAS,0,2682
2019-04-05,10,HYDRO,0,4569
2019-04-05,10,WIND,0,1301
2019-04-05,10,SOLAR,-1,139
2019-04-05,10,BIOFUEL,0,111
2019-04-05,11,NUCLEAR,0,8341
2019-04-05,11,GAS,0,2728
2019-04-05,11,HYDRO,0,3966
2019-04-05,11,WIND,0,1115
2019-04-05,11,SOLAR,-1,113
2019-04-05,11,BIOFUEL,0,144
2019-04-05,12,NUCLEAR,0,8343
2019-04-05,12,GAS,0,2655
2019-04-05,12,HYDRO,0,3913
2019-04-05,12,WIND,0,848
2019-04-05,12,SOLAR,-1,84
2019-04-05,12,BIOFUEL,0,148
2019-04-05,13,NUCLEAR,0,8340
2019-04-05,13,GAS,0,2995
2019-04-05,13,HYDRO,0,3845
2019-04-05,13,WIND,0,509
2019-04-05,13,SOLAR,-1,106
2019-04-05,13,BIOFUEL,0,147
2019-04-05,14,NUCLEAR,0,8342
2019-04-05,14,GAS,0,3372
2019-04-05,14,HYDRO,0,3802
2019-04-05,14,WIND,0,306
2019-04-05,14,SOLAR,-1,112
2019-04-05,14,BIOFUEL,0,152
2019-04-05,15,NUCLEAR,0,8344
2019-04-05,15,GAS,0,3133
2019-04-05,15,HYDRO,0,3938
2019-04-05,15,WIND,0,191
2019-04-05,15,SOLAR,-1,75
2019-04-05,15,BIOFUEL,0,185
2019-04-05,16,NUCLEAR,0,8340
2019-04-05,16,GAS,0,3266
2019-04-05,16,HYDRO,0,4376
2019-04-05,16,WIND,0,108
2019-04-05,16,SOLAR,-1,49
2019-04-05,16,BIOFUEL,0,152
2019-04-05,17,NUCLEAR,0,8345
2019-04-05,17,GAS,0,3374
2019-04-05,17,HYDRO,0,4713
2019-04-05,17,WIND,0,84
2019-04-05,17,SOLAR,-1,32
2019-04-05,17,BIOFUEL,0,188
2019-04-05,18,NUCLEAR,0,8354
2019-04-05,18,GAS,0,3178
2019-04-05,18,HYDRO,0,4715
2019-04-05,18,WIND,0,173
2019-04-05,18,SOLAR,-1,16
2019-04-05,18,BIOFUEL,0,200
2019-04-05,19,NUCLEAR,0,8355
2019-04-05,19,GAS,0,2914
2019-04-05,19,HYDRO,0,4669
2019-04-05,19,WIND,0,292
2019-04-05,19,SOLAR,-1,2
2019-04-05,19,BIOFUEL,0,155
2019-04-05,20,NUCLEAR,0,8356
2019-04-05,20,GAS,0,2596
2019-04-05,20,HYDRO,0,4919
2019-04-05,20,WIND,0,344
2019-04-05,20,SOLAR,-1,1
2019-04-05,20,BIOFUEL,0,141
2019-04-05,21,NUCLEAR,0,8354
2019-04-05,21,GAS,0,2813
2019-04-05,21,HYDRO,0,4867
2019-04-05,21,WIND,0,397
2019-04-05,21,SOLAR,-1,1
2019-04-05,21,BIOFUEL,0,116
2019-04-05,22,NUCLEAR,0,8343
2019-04-05,22,GAS,0,2180
2019-04-05,22,HYDRO,0,4462
2019-04-05,22,WIND,0,433
2019-04-05,22,SOLAR,-1,0
2019-04-05,22,BIOFUEL,0,123
2019-04-05,23,NUCLEAR,0,8333
2019-04-05,23,GAS,0,1031
2019-04-05,23,HYDRO,0,4100
2019-04-05,23,WIND,0,430
2019-04-05,23,SOLAR,-1,0
2019-04-05,23,BIOFUEL,0,76
2019-04-05,24,NUCLEAR,0,8349
2019-04-05,24,GAS,0,720
2019-04-05,24,HYDRO,0,3638
2019-04-05,24,WIND,0,459
2019-04-05,24,SOLAR,-1,0
2019-04-05,24,BIOFUEL,0,84
2019-04-06,1,NUCLEAR,0,8401
2019-04-06,1,GAS,0,437
2019-04-06,1,HYDRO,0,3656
2019-04-06,1,WIND,0,425
2019-04-06,1,SOLAR,-1,0
2019-04-06,1,BIOFUEL,0,64
2019-04-06,2,NUCLEAR,0,8409
2019-04-06,2,GAS,0,501
2019-04-06,2,HYDRO,0,3684
2019-04-06,2,WIND,0,380
2019-04-06,2,SOLAR,-1,0
2019-04-06,2,BIOFUEL,0,23
2019-04-06,3,NUCLEAR,0,8409
2019-04-06,3,GAS,0,584
2019-04-06,3,HYDRO,0,3744
2019-04-06,3,WIND,0,279
2019-04-06,3,SOLAR,-1,0
2019-04-06,3,BIOFUEL,0,0
2019-04-06,4,NUCLEAR,0,8403
2019-04-06,4,GAS,0,593
2019-04-06,4,HYDRO,0,3802
2019-04-06,4,WIND,0,223
2019-04-06,4,SOLAR,-1,0
2019-04-06,4,BIOFUEL,0,0
2019-04-06,5,NUCLEAR,0,8403
2019-04-06,5,GAS,0,596
2019-04-06,5,HYDRO,0,3734
2019-04-06,5,WIND,0,157
2019-04-06,5,SOLAR,-1,0
2019-04-06,5,BIOFUEL,0,0
2019-04-06,6,NUCLEAR,0,8405
2019-04-06,6,GAS,0,650
2019-04-06,6,HYDRO,0,3823
2019-04-06,6,WIND,0,110
2019-04-06,6,SOLAR,-1,1
2019-04-06,6,BIOFUEL,0,0
2019-04-06,7,NUCLEAR,0,8401
2019-04-06,7,GAS,0,756
2019-04-06,7,HYDRO,0,4095
2019-04-06,7,WIND,0,69
2019-04-06,7,SOLAR,-1,10
2019-04-06,7,BIOFUEL,0,0
2019-04-06,8,NUCLEAR,0,8402
2019-04-06,8,GAS,0,926
2019-04-06,8,HYDRO,0,4884
2019-04-06,8,WIND,0,47
2019-04-06,8,SOLAR,-1,34
2019-04-06,8,BIOFUEL,0,0
2019-04-06,9,NUCLEAR,0,8419
2019-04-06,9,GAS,0,1184
2019-04-06,9,HYDRO,0,4993
2019-04-06,9,WIND,0,37
2019-04-06,9,SOLAR,-1,75
2019-04-06,9,BIOFUEL,0,0
2019-04-06,10,NUCLEAR,0,8609
2019-04-06,10,GAS,0,981
2019-04-06,10,HYDRO,0,4025
2019-04-06,10,WIND,0,27
2019-04-06,10,SOLAR,-1,172
2019-04-06,10,BIOFUEL,0,0
2019-04-06,11,NUCLEAR,0,8673
2019-04-06,11,GAS,0,637
2019-04-06,11,HYDRO,0,4269
2019-04-06,11,WIND,0,42
2019-04-06,11,SOLAR,-1,298
2019-04-06,11,BIOFUEL,0,0
2019-04-06,12,NUCLEAR,0,8772
2019-04-06,12,GAS,0,401
2019-04-06,12,HYDRO,0,4109
2019-04-06,12,WIND,0,90
2019-04-06,12,SOLAR,-1,316
2019-04-06,12,BIOFUEL,0,0
2019-04-06,13,NUCLEAR,0,8793
2019-04-06,13,GAS,0,481
2019-04-06,13,HYDRO,0,3914
2019-04-06,13,WIND,0,134
2019-04-06,13,SOLAR,-1,307
2019-04-06,13,BIOFUEL,0,0
2019-04-06,14,NUCLEAR,0,8821
2019-04-06,14,GAS,0,363
2019-04-06,14,HYDRO,0,3490
2019-04-06,14,WIND,0,149
2019-04-06,14,SOLAR,-1,279
2019-04-06,14,BIOFUEL,0,0
2019-04-06,15,NUCLEAR,0,8962
2019-04-06,15,GAS,0,384
2019-04-06,15,HYDRO,0,3393
2019-04-06,15,WIND,0,247
2019-04-06,15,SOLAR,-1,282
2019-04-06,15,BIOFUEL,0,1
2019-04-06,16,NUCLEAR,0,8914
2019-04-06,16,GAS,0,404
2019-04-06,16,HYDRO,0,3970
2019-04-06,16,WIND,0,321
2019-04-06,16,SOLAR,-1,240
2019-04-06,16,BIOFUEL,0,35
2019-04-06,17,NUCLEAR,0,8910
2019-04-06,17,GAS,0,438
2019-04-06,17,HYDRO,0,4066
2019-04-06,17,WIND,0,329
2019-04-06,17,SOLAR,-1,170
2019-04-06,17,BIOFUEL,0,52
2019-04-06,18,NUCLEAR,0,8913
2019-04-06,18,GAS,0,569
2019-04-06,18,HYDRO,0,4201
2019-04-06,18,WIND,0,378
2019-04-06,18,SOLAR,-1,70
2019-04-06,18,BIOFUEL,0,53
2019-04-06,19,NUCLEAR,0,8916
2019-04-06,19,GAS,0,471
2019-04-06,19,HYDRO,0,4463
2019-04-06,19,WIND,0,291
2019-04-06,19,SOLAR,-1,8
2019-04-06,19,BIOFUEL,0,53
2019-04-06,20,NUCLEAR,0,8919
2019-04-06,20,GAS,0,495
2019-04-06,20,HYDRO,0,4753
2019-04-06,20,WIND,0,319
2019-04-06,20,SOLAR,-1,0
2019-04-06,20,BIOFUEL,0,66
2019-04-06,21,NUCLEAR,0,8915
2019-04-06,21,GAS,0,446
2019-04-06,21,HYDRO,0,4434
2019-04-06,21,WIND,0,383
2019-04-06,21,SOLAR,-1,0
2019-04-06,21,BIOFUEL,0,61
2019-04-06,22,NUCLEAR,0,8921
2019-04-06,22,GAS,0,285
2019-04-06,22,HYDRO,0,3853
2019-04-06,22,WIND,0,514
2019-04-06,22,SOLAR,-1,0
2019-04-06,22,BIOFUEL,0,102
2019-04-06,23,NUCLEAR,0,8927
2019-04-06,23,GAS,0,194
2019-04-06,23,HYDRO,0,3590
2019-04-06,23,WIND,0,656
2019-04-06,23,SOLAR,-1,0
2019-04-06,23,BIOFUEL,0,68
2019-04-06,24,NUCLEAR,0,8934
2019-04-06,24,GAS,0,198
2019-04-06,24,HYDRO,0,3586
2019-04-06,24,WIND,0,766
2019-04-06,24,SOLAR,-1,0
2019-04-06,24,BIOFUEL,0,4
2019-04-07,1,NUCLEAR,0,8932
2019-04-07,1,GAS,0,258
2019-04-07,1,HYDRO,0,3321
2019-04-07,1,WIND,0,1132
2019-04-07,1,SOLAR,-1,0
2019-04-07,1,BIOFUEL,0,0
2019-04-07,2,NUCLEAR,0,8933
2019-04-07,2,GAS,0,193
2019-04-07,2,HYDRO,0,3454
2019-04-07,2,WIND,0,1111
2019-04-07,2,SOLAR,-1,0
2019-04-07,2,BIOFUEL,0,0
2019-04-07,3,NUCLEAR,0,8964
2019-04-07,3,GAS,0,192
2019-04-07,3,HYDRO,0,3346
2019-04-07,3,WIND,0,1089
2019-04-07,3,SOLAR,-1,0
2019-04-07,3,BIOFUEL,0,0
2019-04-07,4,NUCLEAR,0,9077
2019-04-07,4,GAS,0,192
2019-04-07,4,HYDRO,0,3120
2019-04-07,4,WIND,0,1157
2019-04-07,4,SOLAR,-1,0
2019-04-07,4,BIOFUEL,0,0
2019-04-07,5,NUCLEAR,0,9087
2019-04-07,5,GAS,0,193
2019-04-07,5,HYDRO,0,3242
2019-04-07,5,WIND,0,1291
2019-04-07,5,SOLAR,-1,0
2019-04-07,5,BIOFUEL,0,0
2019-04-07,6,NUCLEAR,0,9085
2019-04-07,6,GAS,0,204
2019-04-07,6,HYDRO,0,3507
2019-04-07,6,WIND,0,1383
2019-04-07,6,SOLAR,-1,1
2019-04-07,6,BIOFUEL,0,0
2019-04-07,7,NUCLEAR,0,9085
2019-04-07,7,GAS,0,212
2019-04-07,7,HYDRO,0,3767
2019-04-07,7,WIND,0,1393
2019-04-07,7,SOLAR,-1,16
2019-04-07,7,BIOFUEL,0,0
2019-04-07,8,NUCLEAR,0,9086
2019-04-07,8,GAS,0,194
2019-04-07,8,HYDRO,0,3700
2019-04-07,8,WIND,0,1528
2019-04-07,8,SOLAR,-1,74
2019-04-07,8,BIOFUEL,0,0
2019-04-07,9,NUCLEAR,0,9084
2019-04-07,9,GAS,0,194
2019-04-07,9,HYDRO,0,3904
2019-04-07,9,WIND,0,1255
2019-04-07,9,SOLAR,-1,129
2019-04-07,9,BIOFUEL,0,0
2019-04-07,10,NUCLEAR,0,9086
2019-04-07,10,GAS,0,201
2019-04-07,10,HYDRO,0,4144
2019-04-07,10,WIND,0,957
2019-04-07,10,SOLAR,-1,193
2019-04-07,10,BIOFUEL,0,0
2019-04-07,11,NUCLEAR,0,8984
2019-04-07,11,GAS,0,287
2019-04-07,11,HYDRO,0,4142
2019-04-07,11,WIND,0,811
2019-04-07,11,SOLAR,-1,238
2019-04-07,11,BIOFUEL,0,0
2019-04-07,12,NUCLEAR,0,8977
2019-04-07,12,GAS,0,223
2019-04-07,12,HYDRO,0,3729
2019-04-07,12,WIND,0,864
2019-04-07,12,SOLAR,-1,252
2019-04-07,12,BIOFUEL,0,0
2019-04-07,13,NUCLEAR,0,8980
2019-04-07,13,GAS,0,194
2019-04-07,13,HYDRO,0,3640
2019-04-07,13,WIND,0,981
2019-04-07,13,SOLAR,-1,250
2019-04-07,13,BIOFUEL,0,0
2019-04-07,14,NUCLEAR,0,8980
2019-04-07,14,GAS,0,196
2019-04-07,14,HYDRO,0,3504
2019-04-07,14,WIND,0,1238
2019-04-07,14,SOLAR,-1,207
2019-04-07,14,BIOFUEL,0,0
2019-04-07,15,NUCLEAR,0,9097
2019-04-07,15,GAS,0,196
2019-04-07,15,HYDRO,0,3350
2019-04-07,15,WIND,0,1657
2019-04-07,15,SOLAR,-1,183
2019-04-07,15,BIOFUEL,0,0
2019-04-07,16,NUCLEAR,0,9114
2019-04-07,16,GAS,0,201
2019-04-07,16,HYDRO,0,3625
2019-04-07,16,WIND,0,1794
2019-04-07,16,SOLAR,-1,119
2019-04-07,16,BIOFUEL,0,0
2019-04-07,17,NUCLEAR,0,9111
2019-04-07,17,GAS,0,202
2019-04-07,17,HYDRO,0,4139
2019-04-07,17,WIND,0,2154
2019-04-07,17,SOLAR,-1,60
2019-04-07,17,BIOFUEL,0,0
2019-04-07,18,NUCLEAR,0,9114
2019-04-07,18,GAS,0,211
2019-04-07,18,HYDRO,0,4144
2019-04-07,18,WIND,0,2493
2019-04-07,18,SOLAR,-1,21
2019-04-07,18,BIOFUEL,0,0
2019-04-07,19,NUCLEAR,0,9113
2019-04-07,19,GAS,0,254
2019-04-07,19,HYDRO,0,4614
2019-04-07,19,WIND,0,2548
2019-04-07,19,SOLAR,-1,4
2019-04-07,19,BIOFUEL,0,1
2019-04-07,20,NUCLEAR,0,9111
2019-04-07,20,GAS,0,385
2019-04-07,20,HYDRO,0,4473
2019-04-07,20,WIND,0,2565
2019-04-07,20,SOLAR,-1,1
2019-04-07,20,BIOFUEL,0,1
2019-04-07,21,NUCLEAR,0,9114
2019-04-07,21,GAS,0,390
2019-04-07,21,HYDRO,0,4599
2019-04-07,21,WIND,0,2386
2019-04-07,21,SOLAR,-1,1
2019-04-07,21,BIOFUEL,0,0
