DeliveryYear,Day,Hour,Fuel,OutputQuality,Output
2017,2017-01-01,15,HYDRO,-1,3326
2017,2017-01-01,15,WIND,0,929
2017,2017-01-01,15,SOLAR,0,135
2017,2017-01-01,15,BIOFUEL,0,1
2017,2017-01-01,16,NUCLEAR,0,11599
2017,2017-01-01,16,GAS,0,236
2017,2017-01-01,16,HYDRO,-1,3557
2017,2017-01-01,16,WIND,0,1081
2017,2017-01-01,16,SOLAR,0,63
2017,2017-01-01,16,BIOFUEL,0,1
2017,2017-01-01,17,NUCLEAR,0,11600
2017,2017-01-01,17,GAS,0,234
2017,2017-01-01,17,HYDRO,-1,4303
2017,2017-01-01,17,WIND,0,657
2017,2017-01-01,17,SOLAR,0,9
2017,2017-01-01,17,BIOFUEL,0,1
2017,2017-01-01,18,NUCLEAR,0,11610
2017,2017-01-01,18,GAS,0,241
2017,2017-01-01,18,HYDRO,-1,5160
2017,2017-01-01,18,WIND,0,1142
2017,2017-01-01,18,SOLAR,0,0
2017,2017-01-01,18,BIOFUEL,0,1
2017,2017-01-01,19,NUCLEAR,0,11611
2017,2017-01-01,19,GAS,0,235
2017,2017-01-01,19,HYDRO,-1,5272
2017,2017-01-01,19,WIND,0,1155
2017,2017-01-01,19,SOLAR,0,0
2017,2017-01-01,19,BIOFUEL,0,2
2017,2017-01-01,20,NUCLEAR,0,11607
2017,2017-01-01,20,GAS,0,234
2017,2017-01-01,20,HYDRO,-1,4761
2017,2017-01-01,20,WIND,0,1147
2017,2017-01-01,20,SOLAR,0,0
2017,2017-01-01,20,BIOFUEL,0,1
2017,2017-01-01,21,NUCLEAR,0,11607
2017,2017-01-01,21,GAS,0,235
2017,2017-01-01,21,HYDRO,-1,4833
2017,2017-01-01,21,WIND,0,1044
2017,2017-01-01,21,SOLAR,0,0
2017,2017-01-01,21,BIOFUEL,0,1
2017,2017-01-01,22,NUCLEAR,0,11600
2017,2017-01-01,22,GAS,0,236
2017,2017-01-01,22,HYDRO,-1,4640
2017,2017-01-01,22,WIND,0,947
2017,2017-01-01,22,SOLAR,0,0
2017,2017-01-01,22,BIOFUEL,0,1
2017,2017-01-01,23,NUCLEAR,0,11599
2017,2017-01-01,23,GAS,0,236
2017,2017-01-01,23,HYDRO,-1,4121
2017,2017-01-01,23,WIND,0,895
2017,2017-01-01,23,SOLAR,0,0
2017,2017-01-01,23,BIOFUEL,0,1
2017,2017-01-01,24,NUCLEAR,0,11596
2017,2017-01-01,24,GAS,0,249
2017,2017-01-01,24,HYDRO,-1,3817
2017,2017-01-01,24,WIND,0,615
2017,2017-01-01,24,SOLAR,0,0
2017,2017-01-01,24,BIOFUEL,0,1
2017,2017-01-02,1,NUCLEAR,0,11600
2017,2017-01-02,1,GAS,0,237
2017,2017-01-02,1,HYDRO,-1,3388
2017,2017-01-02,1,WIND,0,474
2017,2017-01-02,1,SOLAR,0,0
2017,2017-01-02,1,BIOFUEL,0,1
2017,2017-01-02,2,NUCLEAR,0,11612
2017,2017-01-02,2,GAS,0,236
2017,2017-01-02,2,HYDRO,-1,3386
2017,2017-01-02,2,WIND,0,478
2017,2017-01-02,2,SOLAR,0,0
2017,2017-01-02,2,BIOFUEL,0,1
2017,2017-01-02,3,NUCLEAR,0,11604
2017,2017-01-02,3,GAS,0,236
2017,2017-01-02,3,HYDRO,-1,2821
2017,2017-01-02,3,WIND,0,728
2017,2017-01-02,3,SOLAR,0,0
2017,2017-01-02,3,BIOFUEL,0,1
2017,2017-01-02,4,NUCLEAR,0,11612
2017,2017-01-02,4,GAS,0,236
2017,2017-01-02,4,HYDRO,-1,2457
2017,2017-01-02,4,WIND,0,867
2017,2017-01-02,4,SOLAR,0,0
2017,2017-01-02,4,BIOFUEL,0,1
2017,2017-01-02,5,NUCLEAR,0,11610
2017,2017-01-02,5,GAS,0,236
2017,2017-01-02,5,HYDRO,-1,2478
2017,2017-01-02,5,WIND,0,876
2017,2017-01-02,5,SOLAR,0,0
2017,2017-01-02,5,BIOFUEL,0,1
2017,2017-01-02,6,NUCLEAR,0,11608
2017,2017-01-02,6,GAS,0,235
2017,2017-01-02,6,HYDRO,-1,2472
2017,2017-01-02,6,WIND,0,953
2017,2017-01-02,6,SOLAR,0,0
2017,2017-01-02,6,BIOFUEL,0,1
2017,2017-01-02,7,NUCLEAR,0,11613
2017,2017-01-02,7,GAS,0,238
2017,2017-01-02,7,HYDRO,-1,2540
2017,2017-01-02,7,WIND,0,1284
2017,2017-01-02,7,SOLAR,0,0
2017,2017-01-02,7,BIOFUEL,0,1
2017,2017-01-02,8,NUCLEAR,0,11613
2017,2017-01-02,8,GAS,0,238
2017,2017-01-02,8,HYDRO,-1,2760
2017,2017-01-02,8,WIND,0,1251
2017,2017-01-02,8,SOLAR,0,2
2017,2017-01-02,8,BIOFUEL,0,1
2017,2017-01-02,9,NUCLEAR,0,11610
2017,2017-01-02,9,GAS,0,238
2017,2017-01-02,9,HYDRO,-1,2919
2017,2017-01-02,9,WIND,0,1570
2017,2017-01-02,9,SOLAR,0,18
2017,2017-01-02,9,BIOFUEL,0,1
2017,2017-01-02,10,NUCLEAR,0,11601
2017,2017-01-02,10,GAS,0,238
2017,2017-01-02,10,HYDRO,-1,3114
2017,2017-01-02,10,WIND,0,1247
2017,2017-01-02,10,SOLAR,0,67
2017,2017-01-02,10,BIOFUEL,0,1
2017,2017-01-02,11,NUCLEAR,0,11599
2017,2017-01-02,11,GAS,0,237
2017,2017-01-02,11,HYDRO,-1,3259
2017,2017-01-02,11,WIND,0,1182
2017,2017-01-02,11,SOLAR,0,117
2017,2017-01-02,11,BIOFUEL,0,1
2017,2017-01-02,12,NUCLEAR,0,11592
2017,2017-01-02,12,GAS,0,237
2017,2017-01-02,12,HYDRO,-1,3608
2017,2017-01-02,12,WIND,0,1374
2017,2017-01-02,12,SOLAR,0,117
2017,2017-01-02,12,BIOFUEL,0,1
2017,2017-01-02,13,NUCLEAR,0,11580
2017,2017-01-02,13,GAS,0,244
2017,2017-01-02,13,HYDRO,-1,4160
2017,2017-01-02,13,WIND,0,828
2017,2017-01-02,13,SOLAR,0,107
2017,2017-01-02,13,BIOFUEL,0,1
2017,2017-01-02,14,NUCLEAR,0,11571
2017,2017-01-02,14,GAS,0,243
2017,2017-01-02,14,HYDRO,-1,4177
2017,2017-01-02,14,WIND,0,785
2017,2017-01-02,14,SOLAR,0,94
2017,2017-01-02,14,BIOFUEL,0,1
2017,2017-01-02,15,NUCLEAR,0,11572
2017,2017-01-02,15,GAS,0,255
2017,2017-01-02,15,HYDRO,-1,4096
2017,2017-01-02,15,WIND,0,891
2017,2017-01-02,15,SOLAR,0,38
2017,2017-01-02,15,BIOFUEL,0,1
2017,2017-01-02,16,NUCLEAR,0,11599
2017,2017-01-02,16,GAS,0,269
2017,2017-01-02,16,HYDRO,-1,4256
2017,2017-01-02,16,WIND,0,939
2017,2017-01-02,16,SOLAR,0,8
2017,2017-01-02,16,BIOFUEL,0,1
2017,2017-01-02,17,NUCLEAR,0,11586
2017,2017-01-02,17,GAS,0,288
2017,2017-01-02,17,HYDRO,-1,4546
2017,2017-01-02,17,WIND,0,1140
2017,2017-01-02,17,SOLAR,0,0
2017,2017-01-02,17,BIOFUEL,0,1
2017,2017-01-02,18,NUCLEAR,0,11582
2017,2017-01-02,18,GAS,0,417
2017,2017-01-02,18,HYDRO,-1,5008
2017,2017-01-02,18,WIND,0,1635
2017,2017-01-02,18,SOLAR,0,0
2017,2017-01-02,18,BIOFUEL,0,1
2017,2017-01-02,19,NUCLEAR,0,11581
2017,2017-01-02,19,GAS,0,427
2017,2017-01-02,19,HYDRO,-1,4904
2017,2017-01-02,19,WIND,0,1709
2017,2017-01-02,19,SOLAR,0,0
2017,2017-01-02,19,BIOFUEL,0,1
2017,2017-01-02,20,NUCLEAR,0,11582
2017,2017-01-02,20,GAS,0,426
2017,2017-01-02,20,HYDRO,-1,5230
2017,2017-01-02,20,WIND,0,1711
2017,2017-01-02,20,SOLAR,0,0
2017,2017-01-02,20,BIOFUEL,0,1
2017,2017-01-02,21,NUCLEAR,0,11572
2017,2017-01-02,21,GAS,0,431
2017,2017-01-02,21,HYDRO,-1,5005
2017,2017-01-02,21,WIND,0,1554
2017,2017-01-02,21,SOLAR,0,0
2017,2017-01-02,21,BIOFUEL,0,1
2017,2017-01-02,22,NUCLEAR,0,11565
2017,2017-01-02,22,GAS,0,399
2017,2017-01-02,22,HYDRO,-1,4815
2017,2017-01-02,22,WIND,0,883
2017,2017-01-02,22,SOLAR,0,0
2017,2017-01-02,22,BIOFUEL,0,1
2017,2017-01-02,23,NUCLEAR,0,11563
2017,2017-01-02,23,GAS,0,628
2017,2017-01-02,23,HYDRO,-1,4049
2017,2017-01-02,23,WIND,0,786
2017,2017-01-02,23,SOLAR,0,0
2017,2017-01-02,23,BIOFUEL,0,2
2017,2017-01-02,24,NUCLEAR,0,11572
2017,2017-01-02,24,GAS,0,549
2017,2017-01-02,24,HYDRO,-1,2991
2017,2017-01-02,24,WIND,0,715
2017,2017-01-02,24,SOLAR,0,0
2017,2017-01-02,24,BIOFUEL,0,1
2017,2017-01-03,1,NUCLEAR,0,11574
2017,2017-01-03,1,GAS,0,267
2017,2017-01-03,1,HYDRO,-1,3027
2017,2017-01-03,1,WIND,0,841
2017,2017-01-03,1,SOLAR,0,0
2017,2017-01-03,1,BIOFUEL,0,11
2017,2017-01-03,2,NUCLEAR,0,11582
2017,2017-01-03,2,GAS,0,237
2017,2017-01-03,2,HYDRO,-1,2789
2017,2017-01-03,2,WIND,0,1034
2017,2017-01-03,2,SOLAR,0,0
2017,2017-01-03,2,BIOFUEL,0,11
2017,2017-01-03,3,NUCLEAR,0,11592
2017,2017-01-03,3,GAS,0,237
2017,2017-01-03,3,HYDRO,-1,2757
2017,2017-01-03,3,WIND,0,1386
2017,2017-01-03,3,SOLAR,0,0
2017,2017-01-03,3,BIOFUEL,0,11
2017,2017-01-03,4,NUCLEAR,0,11597
2017,2017-01-03,4,GAS,0,235
2017,2017-01-03,4,HYDRO,-1,2772
2017,2017-01-03,4,WIND,0,848
2017,2017-01-03,4,SOLAR,0,0
2017,2017-01-03,4,BIOFUEL,0,11
2017,2017-01-03,5,NUCLEAR,0,11591
2017,2017-01-03,5,GAS,0,247
2017,2017-01-03,5,HYDRO,-1,2905
2017,2017-01-03,5,WIND,0,851
2017,2017-01-03,5,SOLAR,0,0
2017,2017-01-03,5,BIOFUEL,0,12
2017,2017-01-03,6,NUCLEAR,0,11589
2017,2017-01-03,6,GAS,0,258
2017,2017-01-03,6,HYDRO,-1,3106
2017,2017-01-03,6,WIND,0,1042
2017,2017-01-03,6,SOLAR,0,0
2017,2017-01-03,6,BIOFUEL,0,17
2017,2017-01-03,7,NUCLEAR,0,11588
2017,2017-01-03,7,GAS,0,265
2017,2017-01-03,7,HYDRO,-1,3578
2017,2017-01-03,7,WIND,0,995
2017,2017-01-03,7,SOLAR,0,0
2017,2017-01-03,7,BIOFUEL,0,23
2017,2017-01-03,8,NUCLEAR,0,11593
2017,2017-01-03,8,GAS,0,437
2017,2017-01-03,8,HYDRO,-1,4141
2017,2017-01-03,8,WIND,0,703
2017,2017-01-03,8,SOLAR,0,0
2017,2017-01-03,8,BIOFUEL,0,27
2017,2017-01-03,9,NUCLEAR,0,11587
2017,2017-01-03,9,GAS,0,532
2017,2017-01-03,9,HYDRO,-1,4625
2017,2017-01-03,9,WIND,0,534
2017,2017-01-03,9,SOLAR,0,1
2017,2017-01-03,9,BIOFUEL,0,27
2017,2017-01-03,10,NUCLEAR,0,11595
2017,2017-01-03,10,GAS,0,817
2017,2017-01-03,10,HYDRO,-1,4150
2017,2017-01-03,10,WIND,0,810
2017,2017-01-03,10,SOLAR,0,4
2017,2017-01-03,10,BIOFUEL,0,27
2017,2017-01-03,11,NUCLEAR,0,11600
2017,2017-01-03,11,GAS,0,771
2017,2017-01-03,11,HYDRO,-1,4251
2017,2017-01-03,11,WIND,0,935
2017,2017-01-03,11,SOLAR,0,9
2017,2017-01-03,11,BIOFUEL,0,35
2017,2017-01-03,12,NUCLEAR,0,11605
2017,2017-01-03,12,GAS,0,701
2017,2017-01-03,12,HYDRO,-1,5175
2017,2017-01-03,12,WIND,0,490
2017,2017-01-03,12,SOLAR,0,14
2017,2017-01-03,12,BIOFUEL,0,37
2017,2017-01-03,13,NUCLEAR,0,11606
2017,2017-01-03,13,GAS,0,915
2017,2017-01-03,13,HYDRO,-1,5079
2017,2017-01-03,13,WIND,0,181
2017,2017-01-03,13,SOLAR,0,14
2017,2017-01-03,13,BIOFUEL,0,42
2017,2017-01-03,14,NUCLEAR,0,11610
2017,2017-01-03,14,GAS,0,832
2017,2017-01-03,14,HYDRO,-1,4623
2017,2017-01-03,14,WIND,0,145
2017,2017-01-03,14,SOLAR,0,11
2017,2017-01-03,14,BIOFUEL,0,40
2017,2017-01-03,15,NUCLEAR,0,11612
2017,2017-01-03,15,GAS,0,601
2017,2017-01-03,15,HYDRO,0,4814
2017,2017-01-03,15,WIND,0,84
2017,2017-01-03,15,SOLAR,0,8
2017,2017-01-03,15,BIOFUEL,0,52
2017,2017-01-03,16,NUCLEAR,0,11611
2017,2017-01-03,16,GAS,0,722
2017,2017-01-03,16,HYDRO,-1,5009
2017,2017-01-03,16,WIND,0,110
2017,2017-01-03,16,SOLAR,0,2
2017,2017-01-03,16,BIOFUEL,0,59
2017,2017-01-03,17,NUCLEAR,0,11613
2017,2017-01-03,17,GAS,0,890
2017,2017-01-03,17,HYDRO,-1,5243
2017,2017-01-03,17,WIND,0,167
2017,2017-01-03,17,SOLAR,0,0
2017,2017-01-03,17,BIOFUEL,0,60
2017,2017-01-03,18,NUCLEAR,0,11610
2017,2017-01-03,18,GAS,0,1046
2017,2017-01-03,18,HYDRO,-1,5678
2017,2017-01-03,18,WIND,0,296
2017,2017-01-03,18,SOLAR,0,0
2017,2017-01-03,18,BIOFUEL,0,56
2017,2017-01-03,19,NUCLEAR,0,11610
2017,2017-01-03,19,GAS,0,1120
2017,2017-01-03,19,HYDRO,-1,5628
2017,2017-01-03,19,WIND,0,302
2017,2017-01-03,19,SOLAR,0,0
2017,2017-01-03,19,BIOFUEL,0,48
2017,2017-01-03,20,NUCLEAR,0,11612
2017,2017-01-03,20,GAS,0,1125
2017,2017-01-03,20,HYDRO,-1,5516
2017,2017-01-03,20,WIND,0,299
2017,2017-01-03,20,SOLAR,0,0
2017,2017-01-03,20,BIOFUEL,0,53
2017,2017-01-03,21,NUCLEAR,0,11602
2017,2017-01-03,21,GAS,0,1277
2017,2017-01-03,21,HYDRO,-1,4697
2017,2017-01-03,21,WIND,0,438
2017,2017-01-03,21,SOLAR,0,0
2017,2017-01-03,21,BIOFUEL,0,58
2017,2017-01-03,22,NUCLEAR,0,11601
2017,2017-01-03,22,GAS,0,796
2017,2017-01-03,22,HYDRO,-1,4447
2017,2017-01-03,22,WIND,0,656
2017,2017-01-03,22,SOLAR,0,0
2017,2017-01-03,22,BIOFUEL,0,53
2017,2017-01-03,23,NUCLEAR,0,11585
2017,2017-01-03,23,GAS,0,511
2017,2017-01-03,23,HYDRO,-1,3661
2017,2017-01-03,23,WIND,0,929
2017,2017-01-03,23,SOLAR,0,0
2017,2017-01-03,23,BIOFUEL,0,48
2017,2017-01-03,24,NUCLEAR,0,11597
2017,2017-01-03,24,GAS,0,490
2017,2017-01-03,24,HYDRO,-1,2700
2017,2017-01-03,24,WIND,0,1392
2017,2017-01-03,24,SOLAR,0,0
2017,2017-01-03,24,BIOFUEL,0,45
2017,2017-01-04,1,NUCLEAR,0,11597
2017,2017-01-04,1,GAS,0,501
2017,2017-01-04,1,HYDRO,-1,2525
2017,2017-01-04,1,WIND,0,1336
2017,2017-01-04,1,SOLAR,0,0
2017,2017-01-04,1,BIOFUEL,0,44
2017,2017-01-04,2,NUCLEAR,0,11604
2017,2017-01-04,2,GAS,0,502
2017,2017-01-04,2,HYDRO,-1,2524
2017,2017-01-04,2,WIND,0,1313
2017,2017-01-04,2,SOLAR,0,0
2017,2017-01-04,2,BIOFUEL,0,43
2017,2017-01-04,3,NUCLEAR,0,11604
2017,2017-01-04,3,GAS,0,502
2017,2017-01-04,3,HYDRO,-1,2510
2017,2017-01-04,3,WIND,0,1116
2017,2017-01-04,3,SOLAR,0,0
2017,2017-01-04,3,BIOFUEL,0,44
2017,2017-01-04,4,NUCLEAR,0,11600
2017,2017-01-04,4,GAS,0,503
2017,2017-01-04,4,HYDRO,-1,2512
2017,2017-01-04,4,WIND,0,997
2017,2017-01-04,4,SOLAR,0,0
2017,2017-01-04,4,BIOFUEL,0,41
2017,2017-01-04,5,NUCLEAR,0,11603
2017,2017-01-04,5,GAS,0,501
2017,2017-01-04,5,HYDRO,-1,2505
2017,2017-01-04,5,WIND,0,1087
2017,2017-01-04,5,SOLAR,0,0
2017,2017-01-04,5,BIOFUEL,0,40
2017,2017-01-04,6,NUCLEAR,0,11601
2017,2017-01-04,6,GAS,0,502
2017,2017-01-04,6,HYDRO,-1,2591
2017,2017-01-04,6,WIND,0,1588
2017,2017-01-04,6,SOLAR,0,0
2017,2017-01-04,6,BIOFUEL,0,34
2017,2017-01-04,7,NUCLEAR,0,11601
2017,2017-01-04,7,GAS,0,497
2017,2017-01-04,7,HYDRO,-1,2659
2017,2017-01-04,7,WIND,0,2550
2017,2017-01-04,7,SOLAR,0,0
2017,2017-01-04,7,BIOFUEL,0,34
2017,2017-01-04,8,NUCLEAR,0,11598
2017,2017-01-04,8,GAS,0,501
2017,2017-01-04,8,HYDRO,-1,3314
2017,2017-01-04,8,WIND,0,2591
2017,2017-01-04,8,SOLAR,0,0
2017,2017-01-04,8,BIOFUEL,0,40
2017,2017-01-04,9,NUCLEAR,0,11598
2017,2017-01-04,9,GAS,0,502
2017,2017-01-04,9,HYDRO,-1,3468
2017,2017-01-04,9,WIND,0,2766
2017,2017-01-04,9,SOLAR,0,4
2017,2017-01-04,9,BIOFUEL,0,36
2017,2017-01-04,10,NUCLEAR,0,11594
2017,2017-01-04,10,GAS,0,503
2017,2017-01-04,10,HYDRO,-1,3552
2017,2017-01-04,10,WIND,0,2905
2017,2017-01-04,10,SOLAR,0,40
2017,2017-01-04,10,BIOFUEL,0,34
2017,2017-01-04,11,NUCLEAR,0,11550
2017,2017-01-04,11,GAS,0,501
2017,2017-01-04,11,HYDRO,-1,3409
2017,2017-01-04,11,WIND,0,3288
2017,2017-01-04,11,SOLAR,0,50
2017,2017-01-04,11,BIOFUEL,0,34
2017,2017-01-04,12,NUCLEAR,0,11583
2017,2017-01-04,12,GAS,0,489
2017,2017-01-04,12,HYDRO,0,3676
2017,2017-01-04,12,WIND,0,3165
2017,2017-01-04,12,SOLAR,0,62
2017,2017-01-04,12,BIOFUEL,0,34
2017,2017-01-04,13,NUCLEAR,0,11587
2017,2017-01-04,13,GAS,0,501
2017,2017-01-04,13,HYDRO,0,3731
2017,2017-01-04,13,WIND,0,3274
2017,2017-01-04,13,SOLAR,0,26
2017,2017-01-04,13,BIOFUEL,0,30
2017,2017-01-04,14,NUCLEAR,0,11430
2017,2017-01-04,14,GAS,0,504
2017,2017-01-04,14,HYDRO,0,3703
2017,2017-01-04,14,WIND,0,3481
2017,2017-01-04,14,SOLAR,0,39
2017,2017-01-04,14,BIOFUEL,0,38
2017,2017-01-04,15,NUCLEAR,0,11507
2017,2017-01-04,15,GAS,0,503
2017,2017-01-04,15,HYDRO,0,3795
2017,2017-01-04,15,WIND,0,3581
2017,2017-01-04,15,SOLAR,0,24
2017,2017-01-04,15,BIOFUEL,0,34
2017,2017-01-04,16,NUCLEAR,0,11594
2017,2017-01-04,16,GAS,0,503
2017,2017-01-04,16,HYDRO,0,3744
2017,2017-01-04,16,WIND,0,3737
2017,2017-01-04,16,SOLAR,0,14
2017,2017-01-04,16,BIOFUEL,0,36
2017,2017-01-04,17,NUCLEAR,0,11601
2017,2017-01-04,17,GAS,0,504
2017,2017-01-04,17,HYDRO,0,4174
2017,2017-01-04,17,WIND,0,3795
2017,2017-01-04,17,SOLAR,0,1
2017,2017-01-04,17,BIOFUEL,0,31
2017,2017-01-04,18,NUCLEAR,0,11596
2017,2017-01-04,18,GAS,0,504
2017,2017-01-04,18,HYDRO,0,5007
2017,2017-01-04,18,WIND,0,3876
2017,2017-01-04,18,SOLAR,0,0
2017,2017-01-04,18,BIOFUEL,0,28
2017,2017-01-04,19,NUCLEAR,0,11595
2017,2017-01-04,19,GAS,0,509
2017,2017-01-04,19,HYDRO,0,5077
2017,2017-01-04,19,WIND,0,3911
2017,2017-01-04,19,SOLAR,0,0
2017,2017-01-04,19,BIOFUEL,0,27
2017,2017-01-04,20,NUCLEAR,0,11595
2017,2017-01-04,20,GAS,0,509
2017,2017-01-04,20,HYDRO,0,4803
2017,2017-01-04,20,WIND,0,3849
2017,2017-01-04,20,SOLAR,0,0
2017,2017-01-04,20,BIOFUEL,0,26
2017,2017-01-04,21,NUCLEAR,0,11590
2017,2017-01-04,21,GAS,0,510
2017,2017-01-04,21,HYDRO,0,4643
2017,2017-01-04,21,WIND,0,3770
2017,2017-01-04,21,SOLAR,0,0
2017,2017-01-04,21,BIOFUEL,0,26
2017,2017-01-04,22,NUCLEAR,0,11583
2017,2017-01-04,22,GAS,0,540
2017,2017-01-04,22,HYDRO,0,4028
2017,2017-01-04,22,WIND,0,3781
2017,2017-01-04,22,SOLAR,0,0
2017,2017-01-04,22,BIOFUEL,0,26
2017,2017-01-04,23,NUCLEAR,0,11081
2017,2017-01-04,23,GAS,0,573
2017,2017-01-04,23,HYDRO,0,3880
2017,2017-01-04,23,WIND,0,3655
2017,2017-01-04,23,SOLAR,0,0
2017,2017-01-04,23,BIOFUEL,0,26
2017,2017-01-04,24,NUCLEAR,0,11079
2017,2017-01-04,24,GAS,0,511
2017,2017-01-04,24,HYDRO,0,3233
2017,2017-01-04,24,WIND,0,3540
2017,2017-01-04,24,SOLAR,0,0
2017,2017-01-04,24,BIOFUEL,0,18
2017,2017-01-05,1,NUCLEAR,0,11090
2017,2017-01-05,1,GAS,0,515
2017,2017-01-05,1,HYDRO,0,2873
2017,2017-01-05,1,WIND,0,3468
2017,2017-01-05,1,SOLAR,0,0
2017,2017-01-05,1,BIOFUEL,0,15
2017,2017-01-05,2,NUCLEAR,0,11093
2017,2017-01-05,2,GAS,0,518
2017,2017-01-05,2,HYDRO,0,2657
2017,2017-01-05,2,WIND,0,3158
2017,2017-01-05,2,SOLAR,0,0
2017,2017-01-05,2,BIOFUEL,0,14
2017,2017-01-05,3,NUCLEAR,0,11096
2017,2017-01-05,3,GAS,0,565
2017,2017-01-05,3,HYDRO,0,2726
2017,2017-01-05,3,WIND,0,2898
2017,2017-01-05,3,SOLAR,0,0
2017,2017-01-05,3,BIOFUEL,0,14
2017,2017-01-05,4,NUCLEAR,0,11095
2017,2017-01-05,4,GAS,0,566
2017,2017-01-05,4,HYDRO,0,2747
2017,2017-01-05,4,WIND,0,2727
2017,2017-01-05,4,SOLAR,0,0
2017,2017-01-05,4,BIOFUEL,0,13
2017,2017-01-05,5,NUCLEAR,0,11093
2017,2017-01-05,5,GAS,0,598
2017,2017-01-05,5,HYDRO,0,2706
2017,2017-01-05,5,WIND,0,2542
2017,2017-01-05,5,SOLAR,0,0
2017,2017-01-05,5,BIOFUEL,0,14
2017,2017-01-05,6,NUCLEAR,0,11088
2017,2017-01-05,6,GAS,0,659
2017,2017-01-05,6,HYDRO,0,3003
2017,2017-01-05,6,WIND,0,2487
2017,2017-01-05,6,SOLAR,0,0
2017,2017-01-05,6,BIOFUEL,0,16
2017,2017-01-05,7,NUCLEAR,0,11087
2017,2017-01-05,7,GAS,0,783
2017,2017-01-05,7,HYDRO,0,3281
2017,2017-01-05,7,WIND,0,2399
2017,2017-01-05,7,SOLAR,0,0
